cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
f,y,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,no
x,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,yes
f,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
x,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,g,yes
x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,yes
f,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,v,u,yes
x,y,p,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,no
x,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,no
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,yes
x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,yes
x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,yes
x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,yes
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,yes
b,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
k,y,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,no
x,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,yes
x,y,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,no
x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,yes
f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,yes
f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,yes
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,yes
x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,yes
k,y,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
x,s,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,no
x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,no
f,s,b,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,yes
f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,yes
f,s,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,yes
x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
f,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,yes
x,f,n,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,no
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,yes
x,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,yes
x,s,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,no
x,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,no
x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,yes
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,yes
x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,yes
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,yes
f,s,w,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u,yes
k,y,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,no
x,y,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,yes
f,y,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
x,s,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,no
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,yes
f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,yes
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,yes
x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,yes
f,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,g,yes
f,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,yes
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,yes
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,p,yes
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,yes
b,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,yes
x,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
x,y,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,no
x,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
x,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,yes
b,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,yes
x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,yes
f,y,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
k,s,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,no
f,y,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,no
b,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,yes
x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g,yes
x,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,g,yes
x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g,yes
x,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
f,y,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
x,s,b,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,yes
b,s,b,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
f,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,no
x,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,no
x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,yes
f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,yes
f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,yes
k,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,no
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,yes
b,f,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,yes
x,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,yes
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,yes
x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,yes
x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
x,y,n,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,no
f,y,n,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,no
f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
k,f,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,yes
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,yes
x,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,yes
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,yes
x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,yes
x,y,r,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,no
x,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
f,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,yes
x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,yes
x,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,yes
k,s,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
f,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,yes
x,f,n,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,no
f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,yes
f,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,no
f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,yes
f,s,p,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,yes
f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,yes
x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,yes
f,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,yes
f,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,yes
x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,yes
x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,yes
b,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,yes
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,yes
x,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
k,y,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,no
x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,no
f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,u,yes
f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
x,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
x,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
k,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,yes
f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
f,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,yes
k,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
x,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,no
f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,v,l,no
f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
f,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
f,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
k,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
x,f,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,no
f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
k,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
x,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
f,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
f,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
f,y,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
f,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
f,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
f,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
x,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
k,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
x,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,no
x,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
x,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
k,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
f,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
f,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
b,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,no
x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
k,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,no
x,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
f,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
x,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,yes
